,title,price,link
20,"vivo T3 Pro 5G (Sandstone Orange, 128 GB)","₹24,999",https://www.flipkart.com/vivo-t3-pro-5g-sandstone-orange-128-gb/p/itmcf52c1fcffbf3?pid=MOBH3XHRQD5Q3VRH&lid=LSTMOBH3XHRQD5Q3VRHXVLXBF&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_5_117&otracker=search&otracker1=search&fm=Search&iid=7bf1ca38-2466-4b30-8cb6-26a2f62b77f3.MOBH3XHRQD5Q3VRH.SEARCH&ppt=sp&ppn=sp&ssid=fiyi3th40g0000001735187537072&qH=532c28d5412dd75b
21,"POCO C75 5G (Enchanted Green, 64 GB)","₹8,499",https://www.flipkart.com/poco-c75-5g-enchanted-green-64-gb/p/itmf8fdd88f80fcc?pid=MOBH7443VEGWXG4G&lid=LSTMOBH7443VEGWXG4GOW118G&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_5_118&otracker=search&otracker1=search&fm=Search&iid=7bf1ca38-2466-4b30-8cb6-26a2f62b77f3.MOBH7443VEGWXG4G.SEARCH&ppt=sp&ppn=sp&ssid=fiyi3th40g0000001735187537072&qH=532c28d5412dd75b
22,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)","₹30,999",https://www.flipkart.com/samsung-galaxy-s23-fe-graphite-128-gb/p/itme751066521899?pid=MOBGVTA2836DQWTT&lid=LSTMOBGVTA2836DQWTTISGIME&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_5_119&otracker=search&otracker1=search&fm=Search&iid=7bf1ca38-2466-4b30-8cb6-26a2f62b77f3.MOBGVTA2836DQWTT.SEARCH&ppt=sp&ppn=sp&ssid=fiyi3th40g0000001735187537072&qH=532c28d5412dd75b
23,"realme Narzo N61 (Voyage Blue, 64 GB)","₹7,158",https://www.flipkart.com/realme-narzo-n61-voyage-blue-64-gb/p/itm0ffee8689770b?pid=MOBH39BEEVQNSUGJ&lid=LSTMOBH39BEEVQNSUGJM1IKL5&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_5_120&otracker=search&otracker1=search&fm=Search&iid=7bf1ca38-2466-4b30-8cb6-26a2f62b77f3.MOBH39BEEVQNSUGJ.SEARCH&ppt=sp&ppn=sp&ssid=fiyi3th40g0000001735187537072&qH=532c28d5412dd75b
24,"vivo T3 Lite 5G (Majestic Black, 128 GB)","₹11,499",https://www.flipkart.com/vivo-t3-lite-5g-majestic-black-128-gb/p/itm977c89a44d373?pid=MOBHFTYB4ZHAAGFS&lid=LSTMOBHFTYB4ZHAAGFS9V33ZB&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_1_13&otracker=search&otracker1=search&iid=b216ea39-2a82-45b8-b266-3773c019f151.MOBHFTYB4ZHAAGFS.SEARCH&ssid=xcgvv0yrwg0000001735187490772&qH=532c28d5412dd75b
25,"realme Narzo N61 (Voyage Blue, 64 GB)","₹7,158",https://www.flipkart.com/realme-narzo-n61-voyage-blue-64-gb/p/itm0ffee8689770b?pid=MOBH39BEEVQNSUGJ&lid=LSTMOBH39BEEVQNSUGJM1IKL5&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_121&otracker=search&otracker1=search&fm=Search&iid=fa18dd80-6563-4781-b77d-f289aaa1be70.MOBH39BEEVQNSUGJ.SEARCH&ppt=sp&ppn=sp&ssid=5dqc3ik5a80000001735187546967&qH=532c28d5412dd75b
26,"REDMI 13C 5G (Startrail Green, 128 GB)","₹11,499",https://www.flipkart.com/redmi-13c-5g-startrail-green-128-gb/p/itm54938652090ad?pid=MOBHY3B2KJUPVGMW&lid=LSTMOBHY3B2KJUPVGMWP0UJMS&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_122&otracker=search&otracker1=search&fm=Search&iid=fa18dd80-6563-4781-b77d-f289aaa1be70.MOBHY3B2KJUPVGMW.SEARCH&ppt=sp&ppn=sp&ssid=5dqc3ik5a80000001735187546967&qH=532c28d5412dd75b
27,"Nothing Phone (2a) Plus (Grey, 256 GB)","₹26,999",https://www.flipkart.com/nothing-phone-2a-plus-grey-256-gb/p/itm0c99b11bfe22d?pid=MOBH322WYZVQDCY9&lid=LSTMOBH322WYZVQDCY9XWRXHY&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_123&otracker=search&otracker1=search&fm=Search&iid=fa18dd80-6563-4781-b77d-f289aaa1be70.MOBH322WYZVQDCY9.SEARCH&ppt=sp&ppn=sp&ssid=5dqc3ik5a80000001735187546967&qH=532c28d5412dd75b
28,"realme P1 5G (Peacock Green, 256 GB)","₹18,999",https://www.flipkart.com/realme-p1-5g-peacock-green-256-gb/p/itmae4447062b5b5?pid=MOBGYQ6BMZHJBQSN&lid=LSTMOBGYQ6BMZHJBQSNQ5LHLN&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_124&otracker=search&otracker1=search&fm=Search&iid=fa18dd80-6563-4781-b77d-f289aaa1be70.MOBGYQ6BMZHJBQSN.SEARCH&ppt=sp&ppn=sp&ssid=5dqc3ik5a80000001735187546967&qH=532c28d5412dd75b
29,"Motorola g45 5G (Viva Magenta, 128 GB)","₹10,999",https://www.flipkart.com/motorola-g45-5g-viva-magenta-128-gb/p/itma7339032613f8?pid=MOBH3YKQJZF9NJZN&lid=LSTMOBH3YKQJZF9NJZNQE7FVA&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_125&otracker=search&otracker1=search&fm=Search&iid=fa18dd80-6563-4781-b77d-f289aaa1be70.MOBH3YKQJZF9NJZN.SEARCH&ppt=sp&ppn=sp&ssid=5dqc3ik5a80000001735187546967&qH=532c28d5412dd75b
30,"realme P1 5G (Feather Blue, 128 GB)","₹15,999",https://www.flipkart.com/realme-p1-5g-feather-blue-128-gb/p/itmae4447062b5b5?pid=MOBH4GSKTWXF8GH3&lid=LSTMOBH4GSKTWXF8GH3THMYM8&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_126&otracker=search&otracker1=search&fm=Search&iid=fa18dd80-6563-4781-b77d-f289aaa1be70.MOBH4GSKTWXF8GH3.SEARCH&ppt=sp&ppn=sp&ssid=5dqc3ik5a80000001735187546967&qH=532c28d5412dd75b
31,LAVA A1 Josh BOL Keypad Mobile|1000 mAh Battery|Expandable Storage 32GB,₹970,https://www.flipkart.com/lava-a1-josh-bol-keypad-mobile-1000-mah-battery-expandable-storage-32gb/p/itm435dfc68caaa0?pid=MOBGPWJ4RUNKMTQJ&lid=LSTMOBGPWJ4RUNKMTQJ6E44WD&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_127&otracker=search&otracker1=search&fm=Search&iid=fa18dd80-6563-4781-b77d-f289aaa1be70.MOBGPWJ4RUNKMTQJ.SEARCH&ppt=sp&ppn=sp&ssid=5dqc3ik5a80000001735187546967&qH=532c28d5412dd75b
32,"Motorola g64 5G (Mint Green, 128 GB)","₹14,999",https://www.flipkart.com/motorola-g64-5g-mint-green-128-gb/p/itm6dfa6fef0e50a?pid=MOBGY2JUK2JQHPYK&lid=LSTMOBGY2JUK2JQHPYKWLJVPP&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_128&otracker=search&otracker1=search&fm=Search&iid=fa18dd80-6563-4781-b77d-f289aaa1be70.MOBGY2JUK2JQHPYK.SEARCH&ppt=sp&ppn=sp&ssid=5dqc3ik5a80000001735187546967&qH=532c28d5412dd75b
33,"realme P1 5G (Feather Blue, 128 GB)","₹14,999",https://www.flipkart.com/realme-p1-5g-feather-blue-128-gb/p/itmae4447062b5b5?pid=MOBH4GSKATGPQSAU&lid=LSTMOBH4GSKATGPQSAUXI0KNN&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_129&otracker=search&otracker1=search&fm=Search&iid=fa18dd80-6563-4781-b77d-f289aaa1be70.MOBH4GSKATGPQSAU.SEARCH&ppt=sp&ppn=sp&ssid=5dqc3ik5a80000001735187546967&qH=532c28d5412dd75b
34,"Motorola Edge 50 Fusion (Forest Green, 128 GB)","₹22,999",https://www.flipkart.com/motorola-edge-50-fusion-forest-green-128-gb/p/itm44a2f982e2d64?pid=MOBHYVFVK9NTTND2&lid=LSTMOBHYVFVK9NTTND2PP8RIV&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_130&otracker=search&otracker1=search&fm=Search&iid=fa18dd80-6563-4781-b77d-f289aaa1be70.MOBHYVFVK9NTTND2.SEARCH&ppt=sp&ppn=sp&ssid=5dqc3ik5a80000001735187546967&qH=532c28d5412dd75b
35,"vivo T3 Lite 5G (Majestic Black, 128 GB)","₹10,499",https://www.flipkart.com/vivo-t3-lite-5g-majestic-black-128-gb/p/itm977c89a44d373?pid=MOBHFTYBDGMZMT9U&lid=LSTMOBHFTYBDGMZMT9UN8473W&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_1_14&otracker=search&otracker1=search&iid=b216ea39-2a82-45b8-b266-3773c019f151.MOBHFTYBDGMZMT9U.SEARCH&ssid=xcgvv0yrwg0000001735187490772&qH=532c28d5412dd75b
36,"realme P1 5G (Peacock Green, 128 GB)","₹14,999",https://www.flipkart.com/realme-p1-5g-peacock-green-128-gb/p/itmae4447062b5b5?pid=MOBGYQ6BEHHQ9H7X&lid=LSTMOBGYQ6BEHHQ9H7XUGYV7T&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_131&otracker=search&otracker1=search&fm=Search&iid=fa18dd80-6563-4781-b77d-f289aaa1be70.MOBGYQ6BEHHQ9H7X.SEARCH&ppt=sp&ppn=sp&ssid=5dqc3ik5a80000001735187546967&qH=532c28d5412dd75b
